City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
358,Tual,ID,83.28,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
370,Micheweni,TZ,87.67,clear sky,-4.9667,39.8333,
372,Ternate,ID,82.85,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
374,Banda Aceh,ID,80.08,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
376,Tamandare,BR,81.99,broken clouds,-8.7597,-35.1047,Pousada 100 Passos
379,Boa Vista,BR,82.38,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
382,Bambous Virieux,MU,81.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
383,Asosa,ET,83.17,scattered clouds,10.0667,34.5333,Blendana Hotel Assosa
386,Guarapari,BR,80.89,few clouds,-20.6667,-40.4975,Hotel Porto do Sol
389,Moyale,KE,82.35,broken clouds,3.5167,39.0584,La Tahzan Guest House
391,Acarau,BR,81.57,overcast clouds,-2.8856,-40.12,castelo pizzaria
392,Tura,IN,76.39,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
393,Coromandel,BR,79.39,clear sky,-18.4733,-47.2003,Hotel Dona Adélia
394,Sambava,MG,82.85,broken clouds,-14.2667,50.1667,Melrose
398,Labuhan,ID,78.48,broken clouds,-6.8844,112.2051,DoubleFAG
403,Vao,NC,78.3,moderate rain,-22.6667,167.4833,Hotel Kou-Bugny
407,Rio Cuarto,AR,79.32,clear sky,-33.1307,-64.3499,Hotel Menossi
412,Lagos,NG,89.92,overcast clouds,6.5833,3.75,
413,Kudahuvadhoo,MV,83.89,scattered clouds,2.6708,72.8944,Niyama Private Islands Maldives
418,Khowst,AF,81.91,scattered clouds,33.3833,69.8833,وچه خوړه،Wacha Khwara
420,Sabzevar,IR,83.48,broken clouds,36.2126,57.6819,پزشکی قانونی سبزوار
422,Tadine,NC,78.96,overcast clouds,-21.55,167.8833,
425,Abonnema,NG,87.01,overcast clouds,4.7084,6.7931,Corper's Lodge Obonoma
427,Sawakin,SD,89.35,clear sky,19.1059,37.3321,فندق الدويم
429,Oranjestad,AW,78.21,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
433,Abu Samrah,SY,77.58,overcast clouds,35.3029,37.1841,
434,Torres,BR,76.82,overcast clouds,-29.3353,-49.7269,Farol Hotel
437,Olinda,BR,78.53,light rain,-8.0089,-34.8553,Flat Quatro Rodas Olinda
440,Alappuzha,IN,83.8,heavy intensity rain,9.49,76.3264,Panoramic Sea Resort
443,Mount Isa,AU,78.57,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
448,Basoko,CD,80.83,overcast clouds,1.2391,23.616,Jackyna Hotel
456,Balabac,PH,79.2,overcast clouds,7.9868,117.0645,Batalla’s Lodging House
457,Surt,LY,82.69,scattered clouds,31.2089,16.5887,الهادي ابوشعاله سرت
458,Valdez,EC,77.38,broken clouds,1.2492,-78.9831,Casa Alquiler Doña Yenner y Don Wacho
461,Ambilobe,MG,83.21,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
462,Salinopolis,BR,79.72,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
464,Sur,OM,87.44,clear sky,22.5667,59.5289,Sur Plaza Hotel
466,Touros,BR,85.35,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
467,Porto Novo,BJ,82.22,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
468,Morondava,MG,84.97,clear sky,-20.2833,44.2833,La Case Bambou
469,Isangel,VU,79.47,overcast clouds,-19.55,169.2667,Tanna Lodge
472,Khuzdar,PK,87.58,broken clouds,27.7384,66.6434,jhalwan Rent A Car Compny Moola Chotok
479,Vilhena,BR,80.82,clear sky,-12.7406,-60.1458,Hotel Mirage
480,Phalombe,MW,79.68,light rain,-15.8064,35.6507,RIVONIA
481,Kaputa,ZM,79.68,broken clouds,-8.4689,29.6619,Chelelwa Charlets
490,Majene,ID,78.96,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
495,Sinnamary,GF,79.29,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
499,Quatre Cocos,MU,81.09,overcast clouds,-20.2078,57.7625,Sunrise Attitude Hotel
500,Nena,PH,77.79,overcast clouds,11.7658,125.4178,C-Side
502,Almenara,BR,86.97,scattered clouds,-16.1836,-40.6944,Pousada Estância
503,Vicosa,BR,78.19,overcast clouds,-20.7539,-42.8819,Vivant Residence
508,Jacksonville,US,77.11,mist,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
510,Point Pedro,LK,84.22,broken clouds,9.8167,80.2333,Gtr homes
511,Saint-Joseph,RE,80.98,overcast clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
515,Savannah Bight,HN,80.26,clear sky,16.45,-85.85,Villa on Dunbar Rock
516,Maceio,BR,85.44,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
517,Mangai,CD,89.51,overcast clouds,-4.05,19.5333,
522,Biak,ID,76.8,overcast clouds,-0.9131,122.8766,Penginapan Kim
524,Jogbani,IN,88.45,clear sky,26.4167,87.25,Hotel Eastern Star
528,Conceicao Do Araguaia,BR,83.19,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
532,Garchitorena,PH,78.96,overcast clouds,13.8804,123.6946,Site
533,Rantauprapat,ID,75.99,broken clouds,2.1,99.8333,Permata Land Hotel & Resort
534,Businga,CD,89.76,overcast clouds,3.3333,20.8833,
536,Iralaya,HN,80.24,overcast clouds,15.0,-83.2333,Iglesia morava renovada
543,Tukrah,LY,83.48,broken clouds,32.5341,20.5791,Lagrota restaurant
544,Saint-Pierre,RE,82.08,broken clouds,-21.3393,55.4781,Lindsey Hôtel
548,Yulara,AU,76.84,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
549,Qunduz,AF,85.39,clear sky,36.729,68.857,Spin Zar cotton company
550,Banjar,ID,77.22,few clouds,-8.19,114.9675,The Hamsa Resort
556,Nurota,UZ,78.69,overcast clouds,40.5614,65.6886,Guest House Ruslan Nurata & Tours
565,Amalapuram,IN,80.17,overcast clouds,16.5833,82.0167,swayamprabha service apartments
567,The Valley,AI,81.82,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
569,Namibe,AO,78.48,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
571,Yarada,IN,84.52,mist,17.65,83.2667,Yarada Jungle Beach Resorts
574,Chinsali,ZM,77.63,light rain,-10.5414,32.0816,Chisakatu Guest House
576,Tsiroanomandidy,MG,81.34,scattered clouds,-18.7667,46.0333,Hotel Ravinala
577,Senanga,ZM,81.45,overcast clouds,-16.1167,23.2667,Zango lodge
580,Ushtobe,KZ,76.89,broken clouds,45.2514,77.9838,Filipin Squad
587,Cabinda,AO,86.14,broken clouds,-5.55,12.2,Hotel Maiombe
589,Crato,BR,82.11,broken clouds,-7.2342,-39.4094,Flats Grangeiro
590,Nabire,ID,76.87,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
591,Nushki,PK,88.43,clear sky,29.5542,66.0215,Shams hotel
597,Cockburn Town,TC,78.51,clear sky,21.4612,-71.1419,Osprey Beach Hotel
600,Campos,BR,82.45,broken clouds,-21.75,-41.3,Palace Hotel - Campos dos Goytacazes
608,Kamina,CD,82.96,overcast clouds,-8.7386,24.9906,Guest House Florvia
612,Niquelandia,BR,86.13,clear sky,-14.4739,-48.4597,Hotel Suinã
618,Houma,US,75.99,mist,29.5958,-90.7195,Courtyard by Marriott Houma
622,Cozumel,MX,81.95,scattered clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
628,Honiara,SB,77.04,heavy intensity rain,-9.4333,159.95,Heritage Park Hotel
634,Crowley,US,75.27,overcast clouds,30.2141,-92.3746,"Motel 6 Crowley, LA"
636,Kampong Thum,KH,82.2,broken clouds,12.7111,104.8887,Sambor Village Hotel
642,Saint-Leu,RE,81.46,light rain,-21.15,55.2833,La Caz Oceane
650,Aden,YE,82.6,clear sky,12.7794,45.0367,Sama Emirate Hotel
656,Long Xuyen,VN,78.75,overcast clouds,10.3833,105.4167,Nhà nghĩ Vy Linh
658,Robertsport,LR,80.55,overcast clouds,6.7533,-11.3686,Kwepunha Retreat
659,Nouadhibou,MR,76.98,sand,20.931,-17.0347,El Medina
660,Vangaindrano,MG,81.07,light rain,-23.35,47.6,Hotel Fanilo
671,Kirakira,SB,79.0,light rain,-10.4544,161.9205,SanBiz Lodge
675,Luena,AO,80.78,scattered clouds,-11.7833,19.9167,Hotel Kandamba
677,Mutuipe,BR,83.48,scattered clouds,-13.2286,-39.5047,Hotel Portal do Vale
678,Santa Fe,AR,76.01,light rain,-31.6333,-60.7,Conquistador Hotel
680,Santa Cruz Del Sur,CU,78.3,clear sky,20.7147,-77.9956,
682,Villamontes,BO,76.44,scattered clouds,-21.25,-63.5,Hotel Raldes
684,Bonfim,BR,83.16,overcast clouds,3.0833,-59.95,
685,Key West,US,84.2,few clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
691,Altamira,BR,84.29,broken clouds,-3.2033,-52.2064,Requinte Hotel
692,Pasni,PK,81.97,clear sky,25.2631,63.471,Kashmiri Hotal
694,Rock Sound,BS,78.04,broken clouds,24.9,-76.2,Pink Corral Bay Property
697,Mali,GN,86.45,clear sky,12.079,-12.2982,Hotel La Dame de Mali
700,Sola,VU,83.05,light rain,-13.8833,167.55,Leumerus Bungalows
706,Belmonte,BR,80.87,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
707,Lahad Datu,MY,75.51,overcast clouds,5.0268,118.327,The 27th House
712,Patiya,BD,84.15,haze,22.2931,91.9762,অধ্যক্ষ ইকবাল মোজাদ্দেদী সাহেব এর বাড়ি
713,Sao Francisco,BR,86.83,clear sky,-15.9486,-44.8644,Pousada Peixe Vivo
715,Gweru,ZW,76.89,overcast clouds,-19.45,29.8167,Suskwe Lodges
