City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Pevek,RU,2022-04-03 15:10:28,69.7008,170.3133,-19.46,95,19,3.15
294,Arrecife,ES,2022-04-03 15:10:28,28.963,-13.5477,67.98,77,75,6.91
295,Port Shepstone,ZA,2022-04-03 15:10:29,-30.7414,30.455,75.22,81,73,4.27
296,Mount Gambier,AU,2022-04-03 15:10:29,-37.8333,140.7667,49.91,100,12,4.61
297,Ibra,OM,2022-04-03 15:10:29,22.6906,58.5334,85.73,24,25,21.03
298,Peniche,PT,2022-04-03 15:10:30,39.3558,-9.3811,65.28,42,6,19.01
299,Ambulu,ID,2022-04-03 15:10:30,-8.345,113.6058,76.46,88,31,2.1
300,Kalabo,ZM,2022-04-03 15:10:30,-14.97,22.6814,81.23,55,100,2.44
301,Nhulunbuy,AU,2022-04-03 15:10:31,-12.2333,136.7667,79.41,78,4,3.44
302,Ahar,IR,2022-04-03 15:10:31,38.4774,47.0699,65.75,32,8,6.44
303,Kuytun,RU,2022-04-03 15:10:31,54.3419,101.5036,21.52,96,100,2.19
304,Kuryk,KZ,2022-04-03 15:10:32,43.2,51.65,57.09,67,27,8.46
305,Hasaki,JP,2022-04-03 15:10:32,35.7333,140.8333,50.29,62,100,18.72
306,Puerto Baquerizo Moreno,EC,2022-04-03 15:10:32,-0.9,-89.6,79.79,83,75,9.22
307,Bela,IN,2022-04-03 15:10:33,25.9333,81.9833,88.07,7,1,4.05
308,Provideniya,RU,2022-04-03 15:10:33,64.3833,-173.3,2.05,74,0,10.27
309,Kibala,TD,2022-04-03 15:10:33,9.1104,18.3463,105.57,13,74,3.44
310,Ouahigouya,BF,2022-04-03 15:10:33,13.5828,-2.4216,104.47,12,5,5.39
311,Ust-Ishim,RU,2022-04-03 15:10:34,57.6935,71.1665,33.03,97,100,9.62
312,Maniitsoq,GL,2022-04-03 15:10:34,65.4167,-52.9,34.47,85,57,6.06
313,Eyl,SO,2022-04-03 15:10:34,7.9803,49.8164,80.8,68,20,12.17
314,Dingle,PH,2022-04-03 15:10:35,10.9995,122.6711,76.57,85,51,6.69
315,Liancheng,CN,2022-04-03 15:10:35,24.0519,105.075,50.09,65,0,3.65
316,Codrington,AU,2022-04-03 15:10:35,-38.2667,141.9667,59.05,83,94,5.06
317,Pavino,RU,2022-04-03 15:10:36,59.1139,46.1414,29.37,94,100,8.84
318,Caravelas,BR,2022-04-03 15:10:36,-17.7125,-39.2481,85.24,60,11,7.14
319,Clyde River,CA,2022-04-03 15:10:36,70.4692,-68.5914,11.98,89,86,1.34
320,Ano Mera,GR,2022-04-03 15:10:36,37.45,25.4,63.66,67,20,16.93
321,Bandarbeyla,SO,2022-04-03 15:10:37,9.4942,50.8122,80.92,69,5,7.72
322,Nechi,CO,2022-04-03 15:08:52,8.0942,-74.7757,86.56,71,66,2.08
323,Black River,JM,2022-04-03 15:11:37,18.0264,-77.8487,84.78,52,3,3.71
324,Ambon,ID,2022-04-03 15:11:38,-3.6954,128.1814,78.94,83,40,8.05
325,Traverse City,US,2022-04-03 15:09:50,44.7631,-85.6206,37.99,92,100,5.75
326,Yagodnoye,RU,2022-04-03 15:11:38,62.55,149.6667,-15.72,98,36,3.44
327,Lubango,AO,2022-04-03 15:11:38,-14.9172,13.4925,66.88,78,90,8.32
328,Port Macquarie,AU,2022-04-03 15:11:39,-31.4333,152.9167,63.9,72,99,11.63
329,Brigham City,US,2022-04-03 15:11:39,41.5102,-112.0155,46.54,40,0,4.0
330,Tateyama,JP,2022-04-03 15:11:39,34.9833,139.8667,49.93,87,75,12.66
331,Bonavista,CA,2022-04-03 15:08:04,48.6499,-53.1147,35.29,88,99,13.6
332,Sur,OM,2022-04-03 15:10:52,22.5667,59.5289,83.57,50,2,3.33
333,Luancheng,CN,2022-04-03 15:11:40,37.8792,114.6517,53.35,42,0,7.96
334,Conceicao Do Araguaia,BR,2022-04-03 15:11:40,-8.2578,-49.2647,86.58,60,63,6.89
335,Hobe Sound,US,2022-04-03 15:07:18,27.0595,-80.1364,77.99,79,75,5.75
336,Narsaq,GL,2022-04-03 15:10:57,60.9167,-46.05,41.22,60,99,5.59
337,Buala,SB,2022-04-03 15:11:41,-8.145,159.5921,78.98,84,84,10.04
338,Ararat,AM,2022-04-03 15:11:41,39.8317,44.7049,73.74,23,49,4.47
339,Miraflores,MX,2022-04-03 15:11:41,19.2167,-98.8083,67.03,30,39,2.68
340,North Bend,US,2022-04-03 15:11:42,43.4065,-124.2243,43.86,96,75,5.75
341,Moron,AR,2022-04-03 15:11:42,-34.6534,-58.6198,72.95,64,79,8.34
342,Chara,RU,2022-04-03 15:11:42,56.9064,118.2631,9.05,80,100,4.81
343,Moyale,KE,2022-04-03 15:11:43,3.5167,39.0584,83.91,29,100,15.99
344,Sibolga,ID,2022-04-03 15:11:43,1.7427,98.7792,76.35,87,79,2.06
345,Noumea,NC,2022-04-03 15:11:43,-22.2763,166.4572,82.0,99,100,11.77
346,Valparaiso,CL,2022-04-03 15:11:44,-33.0393,-71.6273,70.03,59,0,5.75
347,Lasa,IT,2022-04-03 15:11:44,46.6166,10.7002,43.7,80,99,1.86
348,Bourges,FR,2022-04-03 15:08:45,47.25,2.4167,46.85,51,100,11.9
349,Jacmel,HT,2022-04-03 15:11:44,18.2342,-72.5347,82.24,57,6,5.77
350,Santa Rosalia,MX,2022-04-03 15:11:44,27.3167,-112.2833,64.06,49,23,6.22
351,Kousseri,CM,2022-04-03 15:11:45,12.0769,15.0306,105.1,5,100,10.31
352,Ketchikan,US,2022-04-03 15:09:44,55.3422,-131.6461,39.67,87,100,11.5
353,Trinidad,BO,2022-04-03 15:08:04,-14.8333,-64.9,82.38,54,3,3.44
354,Norsup,VU,2022-04-03 15:11:45,-16.0667,167.3833,78.33,90,100,17.9
355,Te Anau,NZ,2022-04-03 15:11:46,-45.4167,167.7167,47.62,82,63,0.65
356,Jardim,BR,2022-04-03 15:11:46,-21.4803,-56.1381,85.96,55,17,8.9
357,Cairns,AU,2022-04-03 15:11:46,-16.9167,145.7667,76.06,96,99,0.0
358,Yar-Sale,RU,2022-04-03 15:11:47,66.8333,70.8333,7.77,96,17,7.87
359,Port Lincoln,AU,2022-04-03 15:10:10,-34.7333,135.8667,60.46,80,3,5.99
360,Sorgun,TR,2022-04-03 15:11:47,39.8101,35.186,59.22,32,95,23.91
361,Leshukonskoye,RU,2022-04-03 15:11:47,64.8989,45.7622,26.06,80,99,4.9
362,Mahibadhoo,MV,2022-04-03 15:11:48,3.7833,72.9667,83.52,68,9,1.92
363,Sangmelima,CM,2022-04-03 15:11:48,2.9333,11.9833,85.42,44,93,2.77
364,Gamboma,CG,2022-04-03 15:11:48,-1.8764,15.8644,86.0,56,96,5.23
365,Tezu,IN,2022-04-03 15:11:48,27.9167,96.1667,69.39,89,100,0.78
366,Port Hawkesbury,CA,2022-04-03 15:11:49,45.6169,-61.3485,41.92,71,61,5.99
367,Hondo,JP,2022-04-03 15:11:49,32.45,130.2,53.1,57,0,7.34
368,Roald,NO,2022-04-03 15:12:49,62.5833,6.1333,41.16,93,75,3.44
369,Sistranda,NO,2022-04-03 15:12:50,63.7256,8.834,33.76,62,100,15.64
370,Aripuana,BR,2022-04-03 15:12:50,-9.1667,-60.6333,86.56,60,52,1.12
371,Baoro,CF,2022-04-03 15:12:50,5.6667,15.9667,92.91,27,96,3.06
372,Flinders,AU,2022-04-03 15:12:51,-34.5833,150.8552,63.37,75,75,1.99
373,Atar,MR,2022-04-03 15:12:51,20.5169,-13.0499,90.1,9,0,16.75
374,Los Llanos De Aridane,ES,2022-04-03 15:12:51,28.6585,-17.9182,64.15,98,75,23.02
375,Balikpapan,ID,2022-04-03 15:12:52,-1.2675,116.8289,74.39,100,20,0.0
376,Walvis Bay,NA,2022-04-03 15:12:52,-22.9575,14.5053,61.09,67,20,15.17
377,Kamakwie,SL,2022-04-03 15:12:52,9.5,-12.2333,101.75,19,79,4.9
378,Liepaja,LV,2022-04-03 15:12:53,56.5419,21.0367,39.18,70,0,13.8
379,Bairiki,KI,2022-04-03 15:12:53,1.3292,172.9752,80.6,83,20,9.22
380,Natchitoches,US,2022-04-03 15:12:53,31.7668,-93.1335,70.65,55,0,6.91
381,Alice Springs,AU,2022-04-03 15:08:10,-23.7,133.8833,56.75,44,0,0.0
382,Saint-Augustin,CA,2022-04-03 15:12:53,51.226,-58.6502,35.62,100,99,15.35
383,Zelenoborskiy,RU,2022-04-03 15:12:54,66.845,32.3622,25.57,95,99,7.87
384,Emba,KZ,2022-04-03 15:12:54,48.8264,58.1442,48.61,64,97,14.16
385,Alba Iulia,RO,2022-04-03 15:12:54,46.0667,23.5833,41.9,57,100,14.32
386,Portland,US,2022-04-03 15:12:55,45.5234,-122.6762,45.68,87,100,6.91
387,Puerto Narino,CO,2022-04-03 15:12:55,-3.7703,-70.3831,79.52,72,98,2.91
388,Dali,CN,2022-04-03 15:12:56,25.7,100.1833,51.39,78,60,3.49
389,Belyy Yar,RU,2022-04-03 15:12:56,53.6039,91.3903,36.86,93,100,0.0
390,Harper,LR,2022-04-03 15:12:56,4.375,-7.7169,85.3,68,62,11.5
391,Kudahuvadhoo,MV,2022-04-03 15:12:56,2.6708,72.8944,83.62,63,13,2.98
392,Clarence Town,AU,2022-04-03 15:12:57,-32.5833,151.7833,65.86,70,100,2.21
393,Kodiak,US,2022-04-03 15:12:57,57.79,-152.4072,27.91,86,0,0.0
394,North Battleford,CA,2022-04-03 15:12:57,52.7834,-108.2847,32.4,100,100,2.3
395,Gamba,GA,2022-04-03 15:12:58,-2.65,10.0,83.39,71,91,8.61
396,Norman Wells,CA,2022-04-03 15:12:58,65.282,-126.8329,-8.68,98,100,2.39
397,Jenbach,AT,2022-04-03 15:12:58,47.4013,11.7406,31.77,87,100,5.39
398,Bassano,CA,2022-04-03 15:12:59,50.7834,-112.4685,37.8,64,31,12.66
399,Caxito,AO,2022-04-03 15:12:59,-8.5785,13.6643,84.9,64,98,1.81
400,Tabou,CI,2022-04-03 15:13:00,4.423,-7.3528,86.11,67,92,13.73
401,Bitam,GA,2022-04-03 15:13:00,2.076,11.5007,76.5,79,100,3.31
402,Port Hedland,AU,2022-04-03 15:13:00,-20.3167,118.5667,82.45,78,0,9.22
403,Pedernales,DO,2022-04-03 15:13:00,18.0384,-71.744,82.31,60,3,5.64
404,Salinas,US,2022-04-03 15:11:50,36.6777,-121.6555,52.32,89,100,4.61
405,Waipawa,NZ,2022-04-03 15:13:01,-41.4122,175.5153,52.12,93,13,2.71
406,Inuvik,CA,2022-04-03 15:09:15,68.3499,-133.7218,-24.93,100,100,2.15
407,Pemberton,CA,2022-04-03 15:13:01,50.3164,-122.8027,42.01,95,97,6.49
408,Taree,AU,2022-04-03 15:13:02,-31.9,152.4667,62.53,100,100,2.3
409,Chama,CH,2022-04-03 15:13:02,47.1821,8.4636,38.77,74,100,3.44
410,Kocs,HU,2022-04-03 15:13:03,47.6075,18.2152,42.35,59,100,14.72
411,Vila Do Maio,CV,2022-04-03 15:13:03,15.1333,-23.2167,77.79,77,32,15.75
412,Tautira,PF,2022-04-03 15:14:04,-17.7333,-149.15,81.39,79,26,7.78
413,Kahului,US,2022-04-03 15:10:16,20.8947,-156.47,73.85,71,0,13.8
414,Springfield,US,2022-04-03 15:10:11,37.2153,-93.2982,56.34,55,0,20.0
415,Asau,RO,2022-04-03 15:14:04,46.4333,26.4,38.95,95,100,5.97
416,Acapulco,MX,2022-04-03 15:14:05,16.8634,-99.8901,78.62,57,0,3.44
417,Vila Velha,BR,2022-04-03 15:09:56,-20.3297,-40.2925,85.95,75,40,9.22
418,Virginia Beach,US,2022-04-03 15:11:41,36.8529,-75.978,66.24,51,20,13.13
419,Suntar,RU,2022-04-03 15:14:05,62.1444,117.6319,6.46,98,88,4.21
420,Terra Nova,BR,2022-04-03 15:14:06,-12.3667,-40.6667,86.83,37,57,8.01
421,Chandur,IN,2022-04-03 15:14:06,19.7333,79.1833,95.32,16,11,5.26
422,Sandy Bay,AU,2022-04-03 15:14:07,-42.913,147.3532,57.09,93,100,4.61
423,Katangli,RU,2022-04-03 15:14:07,51.7102,143.2326,33.94,84,99,10.76
424,Papayal,PE,2022-04-03 15:14:07,-4.0761,-80.7361,82.71,56,65,0.58
425,Arlit,NE,2022-04-03 15:09:35,18.7369,7.3853,106.83,3,4,2.06
426,Matamoros,MX,2022-04-03 15:14:09,25.5333,-103.25,71.71,46,75,0.0
427,Saint-Leu,RE,2022-04-03 15:14:10,-21.15,55.2833,77.83,78,81,2.73
428,Oktyabrskiy,RU,2022-04-03 15:14:10,54.4815,53.471,41.49,100,100,8.81
429,Grosseto,IT,2022-04-03 15:14:10,42.8333,11.25,55.0,63,56,7.09
430,Santiago Del Estero,AR,2022-04-03 15:14:11,-27.7951,-64.2615,74.97,36,0,11.14
431,Santa Cruz,BO,2022-04-03 15:13:43,-17.8,-63.1667,80.65,54,20,17.27
432,Tarko-Sale,RU,2022-04-03 15:12:10,64.9225,77.785,2.61,95,27,5.19
433,Ous,RU,2022-04-03 15:14:11,60.9058,61.5186,28.87,95,100,10.63
434,Broome,US,2022-04-03 15:14:12,42.2506,-75.833,39.7,88,100,3.44
435,Ozernovskiy,RU,2022-04-03 15:14:12,51.5,156.5167,31.06,88,98,10.98
436,Hillsborough,US,2022-04-03 15:14:12,37.5741,-122.3794,56.66,83,20,4.61
437,Acari,PE,2022-04-03 15:14:13,-15.4311,-74.6158,77.38,64,54,7.25
438,Limbang,MY,2022-04-03 15:14:13,4.75,115.0,80.71,95,59,1.57
439,Okahandja,NA,2022-04-03 15:14:13,-21.9833,16.9167,81.1,30,57,14.92
440,Oranjemund,NA,2022-04-03 15:14:14,-28.55,16.4333,64.51,77,6,8.81
441,Nara,JP,2022-04-03 15:14:14,34.6851,135.8049,50.5,78,97,3.27
442,Chapais,CA,2022-04-03 15:14:14,49.7834,-74.8492,30.83,89,100,3.42
443,Itororo,BR,2022-04-03 15:14:15,-15.1169,-40.0703,90.16,39,43,6.71
444,Ajdabiya,LY,2022-04-03 15:14:15,30.7554,20.2263,89.8,10,0,11.63
445,Kununurra,AU,2022-04-03 15:14:16,-15.7667,128.7333,71.58,73,12,3.44
446,Kyzyl-Suu,KG,2022-04-03 15:14:16,42.3414,78.0056,45.27,58,0,5.17
447,Saint-Pierre,RE,2022-04-03 15:14:16,-21.3393,55.4781,74.88,94,75,3.44
448,Marsala,IT,2022-04-03 15:14:17,37.7966,12.4352,57.88,55,99,6.73
449,Quang Ngai,VN,2022-04-03 15:10:44,15.1167,108.8,67.12,94,100,9.44
450,Havre-Saint-Pierre,CA,2022-04-03 15:14:17,50.2334,-63.5986,33.98,71,68,13.69
451,Paamiut,GL,2022-04-03 15:14:17,61.994,-49.6678,35.24,76,93,3.06
452,Jati,PK,2022-04-03 15:14:18,24.3539,68.2671,86.18,33,0,14.63
453,Bom Sucesso,BR,2022-04-03 15:14:18,-21.0331,-44.7581,73.35,74,90,9.73
454,Luderitz,NA,2022-04-03 15:12:46,-26.6481,15.1594,65.75,74,0,13.35
455,Mayor Pablo Lagerenza,PY,2022-04-03 15:14:19,-19.9309,-60.7718,90.19,40,6,15.48
456,Pochutla,MX,2022-04-03 15:14:19,15.7432,-96.4661,82.81,38,4,3.33
457,Andapa,MG,2022-04-03 15:14:20,-14.65,49.65,72.23,86,73,1.52
458,Sangar,RU,2022-04-03 15:14:20,63.9242,127.4739,8.83,97,100,3.49
459,Qaqortoq,GL,2022-04-03 15:15:20,60.7167,-46.0333,42.76,62,99,6.08
460,Pirai Do Sul,BR,2022-04-03 15:14:09,-24.5261,-49.9486,66.85,83,100,5.68
461,Shimoda,JP,2022-04-03 15:15:21,34.6667,138.95,48.11,93,100,17.65
462,Beaufort,MY,2022-04-03 15:15:21,5.3473,115.7455,75.56,91,81,2.28
463,Snezhnogorsk,RU,2022-04-03 15:15:22,69.1933,33.2531,26.38,88,100,3.38
464,Cockburn Town,TC,2022-04-03 15:15:22,21.4612,-71.1419,82.36,69,40,11.5
465,Sibut,CF,2022-04-03 15:15:22,5.718,19.0739,76.15,79,97,3.27
466,Saint Anthony,US,2022-04-03 15:15:23,45.0205,-93.218,41.09,58,0,5.75
467,Lakeway,US,2022-04-03 15:15:23,30.3638,-97.9796,73.42,71,0,4.61
468,Port Augusta,AU,2022-04-03 15:15:23,-32.5,137.7667,62.64,60,0,5.95
469,Sault Sainte Marie,CA,2022-04-03 15:15:24,46.5168,-84.3333,37.96,85,100,6.91
470,Olbia,IT,2022-04-03 15:15:24,40.9214,9.4856,57.25,33,40,18.41
471,Nedjo,ET,2022-04-03 15:15:24,9.5046,35.5019,83.57,18,100,6.76
472,Khandbari,NP,2022-04-03 15:15:25,27.3747,87.2039,69.19,79,36,3.44
473,Aurillac,FR,2022-04-03 15:15:25,44.9167,2.45,33.69,67,100,10.36
474,Nizhniy Chir,RU,2022-04-03 15:15:25,48.3597,43.0865,56.48,63,76,18.1
475,Sergeyevka,KZ,2022-04-03 15:15:26,53.88,67.4158,38.19,88,100,11.68
476,Saldanha,ZA,2022-04-03 15:15:26,-33.0117,17.9442,65.97,65,0,7.81
477,Grand-Santi,GF,2022-04-03 15:15:26,4.25,-54.3833,78.94,93,98,3.11
478,Vila,PT,2022-04-03 15:15:27,42.0304,-8.1588,49.08,36,46,11.16
479,Gainesville,US,2022-04-03 15:11:55,29.6516,-82.3248,67.95,61,0,8.05
480,Petropavl,KZ,2022-04-03 15:15:27,54.8753,69.1628,38.8,92,100,9.35
481,Keroka,KE,2022-04-03 15:15:27,-0.7758,34.9453,62.85,68,99,6.17
482,Churachandpur,IN,2022-04-03 15:15:28,24.3333,93.6667,64.2,91,2,2.42
483,Vanavara,RU,2022-04-03 15:12:47,60.34,102.2797,4.87,95,48,4.63
484,Yoichi,JP,2022-04-03 15:15:28,43.2039,140.7703,36.7,79,3,9.24
485,Elko,US,2022-04-03 15:15:27,41.0002,-115.5012,34.65,56,13,5.99
486,Ilo,PE,2022-04-03 15:15:29,-17.6394,-71.3375,71.01,71,77,9.31
487,Bogatyye Saby,RU,2022-04-03 15:15:29,56.0102,50.4483,37.87,100,100,13.2
488,Plettenberg Bay,ZA,2022-04-03 15:15:30,-34.0527,23.3716,66.85,74,99,4.79
489,Kavieng,PG,2022-04-03 15:15:30,-2.5744,150.7967,81.37,79,92,7.38
490,Mezica,SI,2022-04-03 15:15:30,46.5214,14.8544,44.11,56,97,3.67
491,Belmonte,BR,2022-04-03 15:15:31,-15.8631,-38.8828,83.52,64,10,7.07
492,College,US,2022-04-03 15:12:48,64.8569,-147.8028,10.8,77,75,3.44
493,Jalu,LY,2022-04-03 15:15:31,29.0331,21.5482,92.93,8,0,11.32
494,Beni,CD,2022-04-03 15:15:31,0.5,29.4667,82.04,48,67,2.66
495,La Sarre,CA,2022-04-03 15:15:32,48.8002,-79.1996,32.41,98,100,2.28
496,Pulaski,US,2022-04-03 15:15:32,34.7668,-92.3001,62.01,50,20,13.0
497,Darhan,MN,2022-04-03 15:15:32,49.4867,105.9228,34.97,59,57,6.06
498,Muravlenko,RU,2022-04-03 15:15:32,63.7898,74.523,14.34,87,100,10.78
499,Kenai,US,2022-04-03 15:15:33,60.5544,-151.2583,30.09,87,0,3.44
500,Khani,GE,2022-04-03 15:15:33,41.9563,42.9566,58.57,91,100,5.99
501,Luganville,VU,2022-04-03 15:15:33,-15.5333,167.1667,77.74,92,100,16.4
502,Biak,ID,2022-04-03 15:15:34,-0.9131,122.8766,77.54,85,100,1.16
503,Wamba,NG,2022-04-03 15:15:34,8.9333,8.6,99.34,24,100,9.95
504,Markala,ML,2022-04-03 15:15:34,13.7021,-6.0659,103.66,9,91,3.2
505,Gazojak,TM,2022-04-03 15:15:35,41.1875,61.4036,73.94,14,0,10.58
506,Sola,VU,2022-04-03 15:16:35,-13.8833,167.55,74.07,100,100,0.0
507,Poum,NC,2022-04-03 15:16:35,-20.2333,164.0167,81.75,82,100,19.08
508,Boa Vista,BR,2022-04-03 15:16:36,2.8197,-60.6733,78.78,83,100,9.22
509,Tiznit,MA,2022-04-03 15:16:36,29.5833,-9.5,65.1,48,29,15.86
510,Beloha,MG,2022-04-03 15:16:36,-25.1667,45.05,78.17,62,0,11.25
511,Hare Bay,CA,2022-04-03 15:16:37,48.8499,-54.0148,37.0,78,100,11.21
512,Zhoucheng,CN,2022-04-03 15:16:37,35.9122,116.3117,50.05,54,0,7.45
513,Fairfield,US,2022-04-03 15:15:58,41.2668,-73.3162,48.67,75,100,9.22
514,Jiangkou,CN,2022-04-03 15:16:37,25.4872,119.1986,53.94,70,0,12.48
515,Formosa,AR,2022-04-03 15:16:38,-26.1775,-58.1781,80.58,74,100,12.66
516,Dire,ML,2022-04-03 15:16:38,12.2833,-10.9667,105.57,10,27,5.59
517,Auki,SB,2022-04-03 15:16:01,-8.7676,160.7034,77.47,87,83,7.45
518,Namatanai,PG,2022-04-03 15:16:38,-3.6667,152.4333,79.3,83,100,1.92
519,Ati,TD,2022-04-03 15:16:39,13.2154,18.3353,107.49,5,96,7.94
520,Kastamonu,TR,2022-04-03 15:16:39,41.5,33.6667,45.19,78,38,17.11
521,Hoi An,VN,2022-04-03 15:16:39,15.8794,108.335,67.96,85,100,10.63
522,Marzuq,YE,2022-04-03 15:16:39,14.4,46.4667,78.69,24,0,9.71
523,Anloga,GH,2022-04-03 15:16:40,5.7947,0.8973,86.0,70,100,17.4
524,Araguacu,BR,2022-04-03 15:16:40,-12.9306,-49.8264,84.78,50,29,6.78
525,Lichuan,CN,2022-04-03 15:16:41,30.3,108.85,50.32,76,100,4.21
526,Buchanan,LR,2022-04-03 15:16:41,5.8808,-10.0467,85.17,66,76,10.45
527,Salamiyah,SY,2022-04-03 15:16:41,35.0113,37.0532,69.49,33,38,10.78
528,Gbadolite,CD,2022-04-03 15:16:41,4.2833,21.0167,90.88,41,89,4.45
529,Isla Mujeres,MX,2022-04-03 15:16:42,21.2311,-86.731,82.45,70,70,13.22
530,Bibbiena,IT,2022-04-03 15:16:42,43.6965,11.8135,51.89,75,93,1.97
531,Mumford,GH,2022-04-03 15:16:42,5.2618,-0.759,85.87,71,100,16.67
532,Sueyoshi,JP,2022-04-03 15:16:43,31.65,131.0167,44.98,76,33,3.27
533,Igrim,RU,2022-04-03 15:16:43,63.1906,64.4162,24.87,95,100,14.34
534,Nyurba,RU,2022-04-03 15:16:43,63.2842,118.3319,-0.53,100,85,2.04
535,Ofunato,JP,2022-04-03 15:16:44,39.0717,141.7167,43.92,88,99,1.36
536,Barcelona,ES,2022-04-03 15:12:23,41.3888,2.159,51.8,73,40,6.91
537,Linfen,CN,2022-04-03 15:16:44,36.0889,111.5189,59.34,43,48,2.17
538,Wilmington,US,2022-04-03 15:15:03,34.2257,-77.9447,69.71,49,0,10.36
539,Praia,CV,2022-04-03 15:16:44,14.9215,-23.5087,77.54,57,20,19.57
540,Haverfordwest,GB,2022-04-03 15:16:45,51.8017,-4.9691,50.05,68,79,8.01
541,Tambopata,PE,2022-04-03 15:16:45,-12.7333,-69.1833,82.29,61,20,3.44
542,Igarka,RU,2022-04-03 15:16:45,67.4667,86.5833,-2.45,100,52,2.82
543,Dekar,BW,2022-04-03 15:16:46,-21.5333,21.9333,70.57,72,97,9.48
544,Neuquen,AR,2022-04-03 15:16:46,-38.9516,-68.0591,57.09,38,0,14.97
545,Brainerd,US,2022-04-03 15:16:46,46.358,-94.2008,36.09,55,75,5.75
546,Kalemie,CD,2022-04-03 15:16:46,-5.9475,29.1947,77.76,72,86,5.37
547,Pyaozerskiy,RU,2022-04-03 15:16:47,65.8333,31.1667,28.81,81,84,0.94
548,Armeria,MX,2022-04-03 15:16:47,18.9333,-103.9667,76.66,51,13,1.68
549,Pocone,BR,2022-04-03 15:16:47,-16.2567,-56.6228,85.93,63,3,3.56
550,Margate,GB,2022-04-03 15:16:48,51.3813,1.3862,50.7,44,46,1.01
551,Pachperwa,IN,2022-04-03 15:16:48,27.5167,82.65,86.0,7,0,7.72
552,Diamantino,BR,2022-04-03 15:16:48,-14.4086,-56.4461,86.61,61,31,3.15
553,Baykit,RU,2022-04-03 15:17:49,61.67,96.37,7.5,98,69,2.73
554,Parangan,PH,2022-04-03 15:17:49,5.0839,119.9383,79.95,79,95,4.97
